Outs,1B,2B,3B,RunEnv_,wOBA,RE,count,State,,,,,
1,0,0,1,4,0.4,1.25,20,15,,,,,
1,0,0,1,5,0.33,1.28,50,15,,,,,
1,0,0,1,4,0.33,0.9162,554,15,,,,,
1,0,0,1,3.75,0.3,0.7647,34,15,,,,,
1,0,0,1,4.25,0.38,0.9675,124,15,,,,,
1,0,0,1,4.5,0.4,0.9333,15,15,,,,,
1,0,0,1,5,0.39,2,2,15,,,,,
1,0,0,1,3.75,0.27,1.6667,3,15,,,,,
1,0,0,1,4,0.36,1.061,246,15,,,,,
1,0,0,1,4.5,0.26,0.8,5,15,,,,,
1,0,0,1,5,0.28,0.6,5,15,,,,,
1,0,0,1,5,0.34,0.9744,39,15,,,,,
1,0,0,1,4.25,0.37,0.9231,261,15,,,,,
1,0,0,1,4.75,0.33,0.9494,179,15,,,,,
1,0,0,1,4,0.31,0.851,421,15,,,,,
1,0,0,1,4.25,0.31,0.9262,465,15,,,,,
1,0,0,1,5,0.29,0.625,8,15,,,,,
1,0,0,1,5,0.32,0.9474,38,15,,,,,
1,0,0,1,5,0.35,0.7568,37,15,,,,,
1,0,0,1,3.75,0.29,0.6429,14,15,,,,,
1,0,0,1,4.5,0.31,0.9877,411,15,,,,,
1,0,0,1,4.5,0.41,1.2308,13,15,,,,,
1,0,0,1,4.5,0.29,1.0075,135,15,,,,,
1,0,0,1,5,0.38,1.2,10,15,,,,,
1,0,0,1,4,0.42,2,2,15,,,,,
1,0,0,1,4.25,0.35,0.9725,477,15,,,,,
1,0,0,1,4.75,0.27,1,6,15,,,,,
1,0,0,1,3.75,0.34,0.8788,35,15,,,,,
1,0,0,1,4.5,0.36,1.0393,284,15,,,,,
1,0,0,1,3.75,0.31,1,44,15,,,,,
1,0,0,1,4.75,0.3,0.8644,59,15,,,,,
1,0,0,1,3.75,0.33,1.087,47,15,,,,,
1,0,0,1,3.75,0.39,0.6667,3,15,,,,,
1,0,0,1,4.25,0.3,0.8683,342,15,,,,,
1,0,0,1,5,0.4,2.5,2,15,,,,,
1,0,0,1,3.75,0.38,4,1,15,,,,,
1,0,0,1,4,0.39,0.9474,39,15,,,,,
1,0,0,1,4.25,0.4,1.0417,24,15,,,,,
1,0,0,1,4.25,0.28,0.7143,73,15,,,,,
1,0,0,1,4.25,0.27,0.5333,30,15,,,,,
1,0,0,1,4.5,0.35,0.9463,394,15,,,,,
0,0,1,0,5,0.28,0.3333,3,16,,,,,
0,0,1,0,4.75,0.28,1.2333,30,16,,,,,
0,0,1,0,3.75,0.29,1.2857,37,16,,,,,
0,0,1,0,4.5,0.37,1.1381,240,16,,,,,
0,0,1,0,4.25,0.28,1.0741,135,16,,,,,
0,0,1,0,4,0.3,0.9342,571,16,,,,,
0,0,1,0,4.25,0.31,1.0253,955,16,,,,,
0,0,1,0,4.25,0.39,1.2353,86,16,,,,,
0,0,1,0,4.25,0.4,1.0323,31,16,,,,,
0,0,1,0,4.75,0.4,0.6,5,16,,,,,
0,0,1,0,3.75,0.25,1,1,16,,,,,
0,0,1,0,4.25,0.33,1.1354,1226,16,,,,,
0,0,1,0,5,0.38,1.2941,17,16,,,,,
0,0,1,0,4,0.34,1.0307,758,16,,,,,
0,0,1,0,5,0.33,1.0633,79,16,,,,,
0,0,1,0,3.75,0.38,0.5,2,16,,,,,
0,0,1,0,4.5,0.26,1.1667,12,16,,,,,
0,0,1,0,4.75,0.36,1.2486,178,16,,,,,
0,0,1,0,5,0.4,4.5,2,16,,,,,
0,0,1,0,4.25,0.41,1.3571,14,16,,,,,
0,0,1,0,4.75,0.27,0.8462,13,16,,,,,
0,0,1,0,4,0.39,1.2787,61,16,,,,,
0,0,1,0,4,0.28,1.194,135,16,,,,,
0,0,1,0,3.75,0.31,0.9394,66,16,,,,,
0,0,1,0,4,0.38,1.073,137,16,,,,,
0,0,1,0,5,0.37,1.098,51,16,,,,,
0,0,1,0,5,0.31,0.9474,19,16,,,,,
0,0,1,0,5,0.35,1.1753,97,16,,,,,
0,0,1,0,3.75,0.3,0.8772,57,16,,,,,
0,0,1,0,3.75,0.36,1.1569,51,16,,,,,
0,0,1,0,4.25,0.36,1.0934,518,16,,,,,
0,0,1,0,4.75,0.33,1.1645,314,16,,,,,
0,0,1,0,4.25,0.29,1.0288,313,16,,,,,
0,0,1,0,4.25,0.3,1.0711,644,16,,,,,
0,0,1,0,4,0.32,0.9617,1050,16,,,,,
0,0,1,0,4.5,0.34,1.136,812,16,,,,,
0,0,1,0,4.25,0.26,1.6842,19,16,,,,,
0,0,1,0,4,0.33,1.0773,1007,16,,,,,
0,0,1,0,4.25,0.34,1.1095,951,16,,,,,
0,0,1,0,4.5,0.29,0.9751,243,16,,,,,
0,0,1,0,4.25,0.35,1.1223,845,16,,,,,
0,0,1,0,3.75,0.27,0.7143,7,16,,,,,
0,0,1,0,4.5,0.36,1.1611,398,16,,,,,
0,0,1,0,4,0.37,1.1832,196,16,,,,,
0,0,1,0,4.5,0.33,1.1368,1064,16,,,,,
0,0,1,0,4.75,0.26,1,2,16,,,,,
0,0,1,0,3.75,0.32,0.9114,80,16,,,,,
0,0,1,0,4.75,0.39,0.4,5,16,,,,,
0,0,1,0,5,0.36,1.4884,43,16,,,,,
0,0,1,0,4.5,0.28,1.0522,115,16,,,,,
0,0,1,0,4,0.27,0.8764,89,16,,,,,
0,0,1,0,4.75,0.31,1.2075,212,16,,,,,
0,0,1,0,4,0.42,0.8,5,16,,,,,
0,0,1,0,3.75,0.42,1,2,16,,,,,
0,0,1,0,4,0.41,1.3333,3,16,,,,,
0,0,1,0,4,0.26,0.6957,23,16,,,,,
0,0,1,0,4.5,0.38,1.22,150,16,,,,,
0,0,1,0,5,0.3,1.08,26,16,,,,,
0,0,1,0,4.5,0.4,1.3214,29,16,,,,,
0,0,1,0,4.75,0.35,1.2825,224,16,,,,,
0,0,1,0,4.75,0.3,1.1736,121,16,,,,,
0,0,1,0,4.75,0.41,1,5,16,,,,,
0,0,1,0,4.75,0.32,1.1131,283,16,,,,,
0,0,1,0,4.25,0.37,1.1,274,16,,,,,
0,0,1,0,4.25,0.27,0.8472,72,16,,,,,
0,0,1,0,4.5,0.31,1.0632,749,16,,,,,
0,0,1,0,4.25,0.32,1.0915,1444,16,,,,,
0,0,1,0,4.5,0.41,1,12,16,,,,,
0,0,1,0,4.75,0.29,1.1395,43,16,,,,,
0,0,1,0,4,0.31,0.9978,903,16,,,,,
0,0,1,0,3.75,0.37,1.3125,16,16,,,,,
0,0,1,0,4.5,0.35,1.2393,639,16,,,,,
0,0,1,0,4.25,0.38,1.2701,175,16,,,,,
0,0,1,0,4,0.29,0.9945,364,16,,,,,
0,0,1,0,4.5,0.27,1.1591,44,16,,,,,
0,0,1,0,3.75,0.35,1.4872,40,16,,,,,
0,0,1,0,4.5,0.32,0.9941,1030,16,,,,,
0,0,1,0,4,0.4,1.1905,21,16,,,,,
0,0,1,0,3.75,0.26,1,1,16,,,,,
0,0,1,0,3.75,0.39,0.3333,3,16,,,,,
0,0,1,0,4,0.35,1.131,523,16,,,,,
0,0,1,0,4.5,0.3,1.0777,491,16,,,,,
0,0,1,0,4.5,0.39,1.3976,83,16,,,,,
0,0,1,0,5,0.34,1.2462,65,16,,,,,
0,0,1,0,5,0.32,1.3671,79,16,,,,,
0,0,1,0,4.75,0.38,1.1724,61,16,,,,,
0,0,1,0,3.75,0.33,0.8088,69,16,,,,,
0,0,1,0,3.75,0.4,2,3,16,,,,,
0,0,1,0,5,0.29,0.9375,16,16,,,,,
0,0,1,0,4.75,0.37,1.2737,96,16,,,,,
0,0,1,0,3.75,0.28,1.3077,13,16,,,,,
0,0,1,0,4.75,0.34,1.1266,229,16,,,,,
0,0,1,0,4.5,0.42,0,1,16,,,,,
0,0,1,0,4,0.36,1.1545,350,16,,,,,
0,0,1,0,3.75,0.34,1.2167,61,16,,,,,
1,1,0,1,4,0.32,1.0651,605,17,,,,,
1,1,0,1,4.75,0.27,0.6667,6,17,,,,,
1,1,0,1,4,0.4,0.3333,3,17,,,,,
1,1,0,1,4,0.42,1.2222,9,17,,,,,
1,1,0,1,4.25,0.32,1.1381,856,17,,,,,
1,1,0,1,4.5,0.4,1.0769,13,17,,,,,
1,1,0,1,5,0.29,1.6,5,17,,,,,
1,1,0,1,4.25,0.34,1.1288,634,17,,,,,
1,1,0,1,4.75,0.35,1.2857,135,17,,,,,
1,1,0,1,4.75,0.36,1.4583,97,17,,,,,
1,1,0,1,4,0.37,1.0274,149,17,,,,,
1,1,0,1,4.75,0.39,1.4545,11,17,,,,,
1,1,0,1,4.25,0.31,1.1101,567,17,,,,,
1,1,0,1,5,0.28,0.25,4,17,,,,,
1,1,0,1,4.75,0.28,0.9333,15,17,,,,,
1,1,0,1,4.5,0.39,1.3488,43,17,,,,,
1,1,0,1,3.75,0.31,0.6765,34,17,,,,,
1,1,0,1,4.75,0.38,1.5319,48,17,,,,,
1,1,0,1,5,0.32,1.4048,42,17,,,,,
1,1,0,1,3.75,0.4,1,2,17,,,,,
1,1,0,1,3.75,0.39,1.5,2,17,,,,,
1,1,0,1,5,0.34,1.3261,46,17,,,,,
1,1,0,1,4.75,0.37,1.0185,54,17,,,,,
1,1,0,1,3.75,0.37,0.4444,9,17,,,,,
1,1,0,1,3.75,0.33,1.2973,37,17,,,,,
1,1,0,1,4,0.34,1.0724,431,17,,,,,
1,1,0,1,4,0.35,1.1209,345,17,,,,,
1,1,0,1,4.5,0.38,1.3398,104,17,,,,,
1,1,0,1,4.75,0.34,1.3893,149,17,,,,,
1,1,0,1,4.25,0.37,1.0413,222,17,,,,,
1,1,0,1,4,0.3,0.9314,311,17,,,,,
1,1,0,1,4,0.33,1.1413,568,17,,,,,
1,1,0,1,5,0.38,0.375,8,17,,,,,
1,1,0,1,4.5,0.31,1.1412,436,17,,,,,
1,1,0,1,4,0.36,1.2596,211,17,,,,,
1,1,0,1,4.25,0.39,1.3115,61,17,,,,,
1,1,0,1,4.5,0.37,1.3988,177,17,,,,,
1,1,0,1,4.5,0.3,0.8068,267,17,,,,,
1,1,0,1,4.5,0.35,1.2251,395,17,,,,,
1,1,0,1,4.5,0.32,1.1214,593,17,,,,,
1,1,0,1,4.25,0.38,1.5652,92,17,,,,,
1,1,0,1,4,0.26,0.625,16,17,,,,,
1,1,0,1,4.75,0.29,0.9688,32,17,,,,,
1,1,0,1,4.25,0.28,0.9239,92,17,,,,,
1,1,0,1,4.75,0.3,1.1017,59,17,,,,,
1,1,0,1,4.5,0.34,1.2994,502,17,,,,,
1,1,0,1,4.75,0.26,0,2,17,,,,,
1,1,0,1,4.75,0.41,0.3333,3,17,,,,,
1,1,0,1,3.75,0.34,1.2222,45,17,,,,,
1,1,0,1,3.75,0.28,0.6,5,17,,,,,
1,1,0,1,4.25,0.25,0,1,17,,,,,
1,1,0,1,4.75,0.33,1.1823,193,17,,,,,
1,1,0,1,4.5,0.26,0.375,8,17,,,,,
1,1,0,1,5,0.3,1.5,16,17,,,,,
1,1,0,1,4.75,0.32,1.0529,170,17,,,,,
1,1,0,1,5,0.35,1.2222,46,17,,,,,
1,1,0,1,4.25,0.4,1.2083,24,17,,,,,
1,1,0,1,3.75,0.27,0,2,17,,,,,
1,1,0,1,3.75,0.32,1,40,17,,,,,
1,1,0,1,4.25,0.29,0.9211,194,17,,,,,
1,1,0,1,4,0.39,1.1915,47,17,,,,,
1,1,0,1,4.25,0.33,1.0715,721,17,,,,,
1,1,0,1,4.25,0.27,0.8286,35,17,,,,,
1,1,0,1,3.75,0.42,1,1,17,,,,,
1,1,0,1,3.75,0.35,1.56,25,17,,,,,
1,1,0,1,4.5,0.33,1.1117,576,17,,,,,
1,1,0,1,5,0.36,1.1333,30,17,,,,,
1,1,0,1,5,0.31,1.4118,17,17,,,,,
1,1,0,1,4.25,0.35,1.1045,515,17,,,,,
1,1,0,1,4.75,0.4,1.75,4,17,,,,,
1,1,0,1,3.75,0.29,0.7895,19,17,,,,,
1,1,0,1,4.5,0.29,1.0513,119,17,,,,,
1,1,0,1,4.5,0.41,1.4286,7,17,,,,,
1,1,0,1,3.75,0.3,1.0303,33,17,,,,,
1,1,0,1,4.25,0.26,0.5,8,17,,,,,
1,1,0,1,4,0.28,0.8151,121,17,,,,,
1,1,0,1,5,0.33,0.9804,51,17,,,,,
1,1,0,1,4.5,0.28,1.22,50,17,,,,,
1,1,0,1,5,0.39,3,1,17,,,,,
1,1,0,1,4,0.29,1,216,17,,,,,
1,1,0,1,4.75,0.31,1.0315,129,17,,,,,
1,1,0,1,3.75,0.26,2,1,17,,,,,
1,1,0,1,4.25,0.3,0.9254,391,17,,,,,
1,1,0,1,4.5,0.27,0.7917,25,17,,,,,
1,1,0,1,4.25,0.41,1.8,10,17,,,,,
1,1,0,1,3.75,0.36,1.3103,29,17,,,,,
1,1,0,1,4.5,0.36,1.2074,273,17,,,,,
1,1,0,1,4.25,0.36,1.2702,287,17,,,,,
1,1,0,1,4,0.27,0.7656,66,17,,,,,
1,1,0,1,4,0.25,0,1,17,,,,,
1,1,0,1,4,0.38,1.2043,95,17,,,,,
1,1,0,1,5,0.37,1.5806,31,17,,,,,
1,1,0,1,4,0.31,1.1206,515,17,,,,,
0,0,0,1,4,0.29,1.2281,57,18,,,,,
0,0,0,1,4.75,0.32,1.0606,33,18,,,,,
0,0,0,1,5,0.39,0,1,18,,,,,
0,0,0,1,4.5,0.34,1.3362,117,18,,,,,
0,0,0,1,4,0.36,1.5077,65,18,,,,,
0,0,0,1,3.75,0.39,0.5,2,18,,,,,
0,0,0,1,4.75,0.37,1.8462,13,18,,,,,
0,0,0,1,4.5,0.38,1.4333,30,18,,,,,
0,0,0,1,4.75,0.4,2,2,18,,,,,
0,0,0,1,4,0.27,1.3333,6,18,,,,,
0,0,0,1,4.25,0.36,1.6456,79,18,,,,,
0,0,0,1,4.5,0.31,1.2632,134,18,,,,,
0,0,0,1,3.75,0.26,1.5,2,18,,,,,
0,0,0,1,5,0.32,1.4,10,18,,,,,
0,0,0,1,4,0.34,1.354,113,18,,,,,
0,0,0,1,4,0.4,1.3,10,18,,,,,
0,0,0,1,4,0.37,1.3721,43,18,,,,,
0,0,0,1,4.75,0.33,1.3529,51,18,,,,,
0,0,0,1,5,0.34,2,6,18,,,,,
0,0,0,1,4.25,0.3,1.4783,94,18,,,,,
0,0,0,1,4.75,0.39,0.6667,3,18,,,,,
0,0,0,1,3.75,0.33,1.1,10,18,,,,,
0,0,0,1,4.75,0.31,1.2424,33,18,,,,,
0,0,0,1,4.5,0.29,1.7059,34,18,,,,,
0,0,0,1,4.25,0.27,0.8,5,18,,,,,
0,0,0,1,4.25,0.33,1.4682,175,18,,,,,
0,0,0,1,4.75,0.34,1.525,41,18,,,,,
0,0,0,1,4.25,0.35,1.2787,123,18,,,,,
0,0,0,1,4.5,0.36,1.5373,67,18,,,,,
0,0,0,1,4.75,0.36,2,18,18,,,,,
0,0,0,1,4.75,0.35,1.3793,29,18,,,,,
0,0,0,1,4,0.33,1.4295,151,18,,,,,
0,0,0,1,4,0.28,1.12,25,18,,,,,
0,0,0,1,5,0.37,1.25,4,18,,,,,
0,0,0,1,4.5,0.35,1.3725,103,18,,,,,
0,0,0,1,3.75,0.35,1.3333,6,18,,,,,
0,0,0,1,5,0.3,1,3,18,,,,,
0,0,0,1,4.25,0.31,1.3451,144,18,,,,,
0,0,0,1,3.75,0.3,1.4444,9,18,,,,,
0,0,0,1,3.75,0.31,1,11,18,,,,,
0,0,0,1,4.5,0.26,1.25,4,18,,,,,
0,0,0,1,4.75,0.38,1,11,18,,,,,
0,0,0,1,4.25,0.34,1.3758,158,18,,,,,
0,0,0,1,4,0.31,1.331,143,18,,,,,
0,0,0,1,4.5,0.32,1.3224,154,18,,,,,
0,0,0,1,4.25,0.29,1.3793,58,18,,,,,
0,0,0,1,3.75,0.36,0.8,10,18,,,,,
0,0,0,1,4.5,0.33,1.4035,175,18,,,,,
0,0,0,1,5,0.28,1,1,18,,,,,
0,0,0,1,4.25,0.4,1.6667,6,18,,,,,
0,0,0,1,4.25,0.26,1,3,18,,,,,
0,0,0,1,4.5,0.39,0.9231,13,18,,,,,
0,0,0,1,4,0.3,1.2,70,18,,,,,
0,0,0,1,4.5,0.41,0.75,4,18,,,,,
0,0,0,1,5,0.31,1.3333,3,18,,,,,
0,0,0,1,4.25,0.37,1.619,42,18,,,,,
0,0,0,1,4,0.42,1,1,18,,,,,
0,0,0,1,4.25,0.42,2,1,18,,,,,
0,0,0,1,4.5,0.28,1.3333,15,18,,,,,
0,0,0,1,4.75,0.41,1,1,18,,,,,
0,0,0,1,4.75,0.3,1.3182,22,18,,,,,
0,0,0,1,4.5,0.3,1.2632,58,18,,,,,
0,0,0,1,4,0.32,1.297,166,18,,,,,
0,0,0,1,4.25,0.38,1.5,26,18,,,,,
0,0,0,1,4.75,0.29,1.875,8,18,,,,,
0,0,0,1,4,0.26,1.5,4,18,,,,,
0,0,0,1,4.5,0.37,1.46,51,18,,,,,
0,0,0,1,4.25,0.39,1.3636,11,18,,,,,
0,0,0,1,4.5,0.4,1,3,18,,,,,
0,0,0,1,4.25,0.41,2.1111,9,18,,,,,
0,0,0,1,4.75,0.27,2,1,18,,,,,
0,0,0,1,4.5,0.27,1,9,18,,,,,
0,0,0,1,4.25,0.32,1.3415,208,18,,,,,
0,0,0,1,4,0.39,0.8889,9,18,,,,,
0,0,0,1,3.75,0.34,0.6667,3,18,,,,,
0,0,0,1,5,0.33,1.35,20,18,,,,,
0,0,0,1,4.25,0.28,1,23,18,,,,,
0,0,0,1,4,0.35,1.2267,75,18,,,,,
0,0,0,1,3.75,0.28,1,4,18,,,,,
0,0,0,1,5,0.35,1.9091,11,18,,,,,
0,0,0,1,4,0.38,1.4286,21,18,,,,,
0,0,0,1,4.75,0.28,1.8,5,18,,,,,
0,0,0,1,5,0.36,0.75,4,18,,,,,
0,0,0,1,3.75,0.29,1.4,5,18,,,,,
0,0,0,1,3.75,0.32,1,15,18,,,,,
0,0,0,1,3.75,0.4,1,1,18,,,,,
1,0,1,1,4.5,0.26,0.75,8,19,,,,,
1,0,1,1,4.25,0.38,1.3043,93,19,,,,,
1,0,1,1,4.25,0.39,1.4242,33,19,,,,,
1,0,1,1,3.75,0.35,1.5714,15,19,,,,,
1,0,1,1,4.75,0.31,1.5556,108,19,,,,,
1,0,1,1,5,0.27,1,1,19,,,,,
1,0,1,1,3.75,0.32,1.1538,39,19,,,,,
1,0,1,1,4,0.25,2,1,19,,,,,
1,0,1,1,4.25,0.32,1.2979,667,19,,,,,
1,0,1,1,4,0.33,1.4202,500,19,,,,,
1,0,1,1,4.5,0.29,1.3063,113,19,,,,,
1,0,1,1,3.75,0.37,2,1,19,,,,,
1,0,1,1,4.5,0.38,1.4697,67,19,,,,,
1,0,1,1,5,0.28,1,1,19,,,,,
1,0,1,1,3.75,0.28,1.25,4,19,,,,,
1,0,1,1,5,0.36,1.6522,23,19,,,,,
1,0,1,1,4.25,0.33,1.3368,589,19,,,,,
1,0,1,1,5,0.38,2,18,19,,,,,
1,0,1,1,4.25,0.34,1.247,500,19,,,,,
1,0,1,1,4,0.42,2,1,19,,,,,
1,0,1,1,4.75,0.29,1.1579,19,19,,,,,
1,0,1,1,4.75,0.41,1.6667,3,19,,,,,
1,0,1,1,5,0.35,1.5405,38,19,,,,,
1,0,1,1,4.75,0.37,1.4769,65,19,,,,,
1,0,1,1,4,0.27,1.25,24,19,,,,,
1,0,1,1,4.5,0.3,1.3333,212,19,,,,,
1,0,1,1,4.5,0.28,1.0682,44,19,,,,,
1,0,1,1,3.75,0.38,0.5,2,19,,,,,
1,0,1,1,5,0.32,1.4082,49,19,,,,,
1,0,1,1,4,0.32,1.2018,446,19,,,,,
1,0,1,1,3.75,0.4,0,1,19,,,,,
1,0,1,1,4.5,0.41,1.8,5,19,,,,,
1,0,1,1,4.25,0.28,0.7167,60,19,,,,,
1,0,1,1,4.75,0.27,1,3,19,,,,,
1,0,1,1,4.75,0.34,1.4685,112,19,,,,,
1,0,1,1,4,0.29,1.232,186,19,,,,,
1,0,1,1,4.5,0.31,1.4057,353,19,,,,,
1,0,1,1,3.75,0.39,0,1,19,,,,,
1,0,1,1,4.75,0.3,1.3857,70,19,,,,,
1,0,1,1,4.75,0.28,1.3333,6,19,,,,,
1,0,1,1,4,0.37,1.5625,80,19,,,,,
1,0,1,1,4.75,0.26,2.3333,3,19,,,,,
1,0,1,1,4,0.4,0.3333,6,19,,,,,
1,0,1,1,4,0.38,1.2909,56,19,,,,,
1,0,1,1,4.5,0.34,1.463,367,19,,,,,
1,0,1,1,4.5,0.32,1.4671,491,19,,,,,
1,0,1,1,4.25,0.31,1.2438,456,19,,,,,
1,0,1,1,5,0.4,3,1,19,,,,,
1,0,1,1,4.25,0.3,1.2114,319,19,,,,,
1,0,1,1,4.25,0.41,0.5,4,19,,,,,
1,0,1,1,5,0.29,1.2308,13,19,,,,,
1,0,1,1,3.75,0.36,1.4783,23,19,,,,,
1,0,1,1,4.5,0.39,1.4048,42,19,,,,,
1,0,1,1,4,0.31,1.2827,384,19,,,,,
1,0,1,1,4,0.26,0.7778,9,19,,,,,
1,0,1,1,3.75,0.3,1.1818,33,19,,,,,
1,0,1,1,4.25,0.37,1.4074,140,19,,,,,
1,0,1,1,4.75,0.33,1.4085,165,19,,,,,
1,0,1,1,3.75,0.31,0.9259,27,19,,,,,
1,0,1,1,4.25,0.35,1.4862,369,19,,,,,
1,0,1,1,4.5,0.35,1.4559,265,19,,,,,
1,0,1,1,5,0.31,1.3125,17,19,,,,,
1,0,1,1,5,0.37,1.56,25,19,,,,,
1,0,1,1,3.75,0.29,0.75,12,19,,,,,
1,0,1,1,4,0.35,1.4706,241,19,,,,,
1,0,1,1,4.25,0.36,1.5486,262,19,,,,,
1,0,1,1,4.25,0.27,1,32,19,,,,,
1,0,1,1,4.75,0.35,1.4752,101,19,,,,,
1,0,1,1,3.75,0.33,1.8148,27,19,,,,,
1,0,1,1,5,0.34,1.7429,35,19,,,,,
1,0,1,1,4.75,0.38,1.4571,35,19,,,,,
1,0,1,1,4,0.34,1.3343,351,19,,,,,
1,0,1,1,5,0.33,1.5,42,19,,,,,
1,0,1,1,4.25,0.26,1.1818,12,19,,,,,
1,0,1,1,4.5,0.4,1.75,8,19,,,,,
1,0,1,1,3.75,0.34,1.1,30,19,,,,,
1,0,1,1,4.5,0.37,1.4132,121,19,,,,,
1,0,1,1,4.5,0.33,1.4829,477,19,,,,,
1,0,1,1,5,0.3,2.1429,14,19,,,,,
1,0,1,1,4,0.28,1.2817,71,19,,,,,
1,0,1,1,4.25,0.4,2.5385,13,19,,,,,
1,0,1,1,4,0.3,1.2891,260,19,,,,,
1,0,1,1,4.25,0.29,1.1494,157,19,,,,,
1,0,1,1,4.5,0.36,1.4833,213,19,,,,,
1,0,1,1,4.75,0.36,1.4935,79,19,,,,,
1,0,1,1,4,0.39,1.1515,33,19,,,,,
1,0,1,1,3.75,0.27,1,2,19,,,,,
1,0,1,1,4.75,0.32,1.3333,136,19,,,,,
1,0,1,1,4.75,0.4,2.8,5,19,,,,,
1,0,1,1,4.75,0.39,0.8333,6,19,,,,,
1,0,1,1,4.5,0.27,0.5625,16,19,,,,,
1,0,1,1,4,0.41,5,1,19,,,,,
1,0,1,1,4,0.36,1.5038,134,19,,,,,
0,1,1,0,5,0.29,2,6,20,,,,,
0,1,1,0,4.5,0.39,1.1452,63,20,,,,,
0,1,1,0,4.25,0.37,1.4797,250,20,,,,,
0,1,1,0,4.25,0.34,1.4061,802,20,,,,,
0,1,1,0,3.75,0.33,1.0227,44,20,,,,,
0,1,1,0,4.5,0.29,1.4171,176,20,,,,,
0,1,1,0,3.75,0.34,1.1163,44,20,,,,,
0,1,1,0,4.25,0.36,1.5071,429,20,,,,,
0,1,1,0,3.75,0.35,1.303,33,20,,,,,
0,1,1,0,4,0.39,2.1633,49,20,,,,,
0,1,1,0,4.75,0.39,1.7619,21,20,,,,,
0,1,1,0,4.75,0.27,0.375,8,20,,,,,
0,1,1,0,4,0.28,1.0977,133,20,,,,,
0,1,1,0,5,0.4,0.3333,3,20,,,,,
0,1,1,0,4,0.26,1.4783,23,20,,,,,
0,1,1,0,4.75,0.32,1.4286,205,20,,,,,
0,1,1,0,3.75,0.3,1.8261,23,20,,,,,
0,1,1,0,5,0.31,0.9032,31,20,,,,,
0,1,1,0,4,0.34,1.3735,582,20,,,,,
0,1,1,0,3.75,0.26,3,2,20,,,,,
0,1,1,0,4.75,0.38,1.7671,73,20,,,,,
0,1,1,0,3.75,0.28,0.6,15,20,,,,,
0,1,1,0,4.25,0.35,1.3991,665,20,,,,,
0,1,1,0,4.25,0.3,1.3356,449,20,,,,,
0,1,1,0,4,0.36,1.4759,316,20,,,,,
0,1,1,0,4.75,0.37,1.5679,81,20,,,,,
0,1,1,0,4.5,0.37,1.7529,257,20,,,,,
0,1,1,0,4,0.27,1,87,20,,,,,
0,1,1,0,5,0.38,1.5417,24,20,,,,,
0,1,1,0,4.75,0.3,1.4659,90,20,,,,,
0,1,1,0,4.5,0.27,1.0833,36,20,,,,,
0,1,1,0,4.5,0.28,1.2208,78,20,,,,,
0,1,1,0,4.5,0.35,1.4542,485,20,,,,,
0,1,1,0,4.25,0.41,1.6667,24,20,,,,,
0,1,1,0,5,0.3,1.92,25,20,,,,,
0,1,1,0,4.25,0.39,1.5506,90,20,,,,,
0,1,1,0,4.25,0.28,1.2647,102,20,,,,,
0,1,1,0,3.75,0.31,1.2745,51,20,,,,,
0,1,1,0,5,0.39,1,3,20,,,,,
0,1,1,0,4.25,0.42,0,2,20,,,,,
0,1,1,0,3.75,0.27,1.2,5,20,,,,,
0,1,1,0,4,0.25,0.6667,3,20,,,,,
0,1,1,0,4.75,0.34,1.7421,190,20,,,,,
0,1,1,0,4.5,0.31,1.4653,544,20,,,,,
0,1,1,0,5,0.28,0.5,2,20,,,,,
0,1,1,0,4,0.37,1.478,162,20,,,,,
0,1,1,0,4,0.31,1.3651,585,20,,,,,
0,1,1,0,4,0.33,1.3483,725,20,,,,,
0,1,1,0,4.75,0.4,1.8889,9,20,,,,,
0,1,1,0,5,0.32,1.0645,62,20,,,,,
0,1,1,0,4.25,0.32,1.4524,1000,20,,,,,
0,1,1,0,3.75,0.36,1.4884,45,20,,,,,
0,1,1,0,4.25,0.31,1.305,730,20,,,,,
0,1,1,0,4.5,0.33,1.415,780,20,,,,,
0,1,1,0,4.25,0.26,1.4615,13,20,,,,,
0,1,1,0,4,0.4,1.3077,13,20,,,,,
0,1,1,0,3.75,0.32,0.8571,50,20,,,,,
0,1,1,0,4.75,0.29,1.7556,45,20,,,,,
0,1,1,0,4.75,0.41,1.6667,4,20,,,,,
0,1,1,0,4.75,0.36,1.6043,142,20,,,,,
0,1,1,0,5,0.36,1.3208,54,20,,,,,
0,1,1,0,4,0.38,1.7043,116,20,,,,,
0,1,1,0,3.75,0.38,1,3,20,,,,,
0,1,1,0,3.75,0.4,4,1,20,,,,,
0,1,1,0,4,0.32,1.3391,698,20,,,,,
0,1,1,0,5,0.34,1.9111,45,20,,,,,
0,1,1,0,4,0.3,1.1095,428,20,,,,,
0,1,1,0,4.25,0.4,1.4894,47,20,,,,,
0,1,1,0,4.25,0.27,1.3469,49,20,,,,,
0,1,1,0,4.25,0.29,1.39,246,20,,,,,
0,1,1,0,3.75,0.39,1.6667,3,20,,,,,
0,1,1,0,4.5,0.3,1.268,351,20,,,,,
0,1,1,0,3.75,0.29,1.4706,17,20,,,,,
0,1,1,0,4.5,0.36,1.5944,361,20,,,,,
0,1,1,0,4.5,0.32,1.3921,787,20,,,,,
0,1,1,0,4.5,0.34,1.5947,542,20,,,,,
